order_id,customer_id,order_date,status,total_amount,shipping_method,payment_terms
ORD-5571,CUST-1098,2026-08-21 09:00:00,Delivered,12627.49,Expedited Air,Net 30
ORD-5572,CUST-1042,2026-09-01 09:00:00,Delivered,11560.86,Expedited Air,Net 30
ORD-5573,CUST-1038,2026-08-28 11:00:00,Delivered,7431.6,Expedited Air,Net 30
ORD-5574,CUST-1002,2026-09-01 18:00:00,Delivered,2760.64,Ground Freight,Net 30
ORD-5575,CUST-1087,2026-08-06 09:00:00,Delivered,4108.44,Ground Freight,Net 30
ORD-5576,CUST-1044,2026-08-13 17:00:00,Delivered,16844.2,Expedited Air,Net 30
ORD-5577,CUST-1061,2026-09-12 17:00:00,Shipped,7210.53,Expedited Air,Net 30
ORD-5578,CUST-1018,2026-08-02 09:00:00,Delivered,823.28,Ground Freight,Net 30
ORD-5579,CUST-1087,2026-08-21 10:00:00,Delivered,6705.14,Expedited Air,Net 30
ORD-5580,CUST-1038,2026-09-12 15:00:00,Shipped,6653.09,Expedited Air,Net 30
ORD-5581,CUST-1041,2026-08-25 15:00:00,Delivered,13987.63,Expedited Air,Net 30
ORD-5582,CUST-1040,2026-08-25 15:00:00,Delivered,5994.23,Expedited Air,Net 30
ORD-5583,CUST-1071,2026-09-04 17:00:00,Delivered,13187.81,Expedited Air,Net 30
ORD-5584,CUST-1079,2026-08-23 12:00:00,Delivered,2113.01,Ground Freight,Net 30
ORD-5585,CUST-1004,2026-09-10 13:00:00,Processing,8709.78,Expedited Air,Net 30
ORD-5586,CUST-1040,2026-09-07 09:00:00,Delivered,286.6,Ground Freight,Net 30
ORD-5587,CUST-1003,2026-09-04 13:00:00,Delivered,3331.13,Ground Freight,Net 30
ORD-5588,CUST-1066,2026-08-27 12:00:00,Delivered,6756.0,Expedited Air,Net 30
ORD-5589,CUST-1049,2026-09-06 14:00:00,Delivered,4990.22,Ground Freight,Net 30
ORD-5590,CUST-1104,2026-09-12 13:00:00,Processing,5103.39,Expedited Air,Net 30
ORD-5591,CUST-1028,2026-08-19 12:00:00,Delivered,3462.0,Ground Freight,Net 30
ORD-5592,CUST-1080,2026-08-06 17:00:00,Delivered,5078.64,Expedited Air,Net 30
ORD-5593,CUST-1061,2026-08-28 11:00:00,Delivered,7466.73,Expedited Air,Net 30
ORD-5594,CUST-1026,2026-08-27 14:00:00,Delivered,9645.11,Expedited Air,Net 30
ORD-5595,CUST-1091,2026-09-03 10:00:00,Delayed,12851.88,Expedited Air,Net 30
ORD-5596,CUST-1026,2026-08-24 15:00:00,Delivered,4925.58,Ground Freight,Net 30
ORD-5597,CUST-1111,2026-08-05 18:00:00,Delivered,4351.86,Ground Freight,Net 30
ORD-5598,CUST-1031,2026-08-08 10:00:00,Delivered,3003.72,Ground Freight,Net 30
ORD-5599,CUST-1083,2026-08-03 11:00:00,Delivered,4552.87,Ground Freight,Net 30
ORD-5600,CUST-1083,2026-08-03 15:00:00,Delivered,205.62,Ground Freight,Net 30
ORD-5601,CUST-1116,2026-08-27 13:00:00,Delivered,4140.96,Ground Freight,Net 30
ORD-5602,CUST-1015,2026-09-06 16:00:00,Delivered,1506.67,Ground Freight,Net 30
ORD-5603,CUST-1033,2026-09-01 09:00:00,Delivered,4008.98,Ground Freight,Net 30
ORD-5604,CUST-1104,2026-08-16 14:00:00,Delivered,2188.34,Ground Freight,Net 30
ORD-5605,CUST-1053,2026-08-17 17:00:00,Delivered,2458.17,Ground Freight,Net 30
ORD-5606,CUST-1041,2026-09-04 14:00:00,Delivered,14770.18,Expedited Air,Net 30
ORD-5607,CUST-1116,2026-09-08 08:00:00,Shipped,4170.3,Ground Freight,Net 30
ORD-5608,CUST-1069,2026-08-16 15:00:00,Delivered,6614.48,Expedited Air,Net 30
ORD-5609,CUST-1081,2026-08-21 18:00:00,Delivered,10470.1,Expedited Air,Net 30
ORD-5610,CUST-1106,2026-08-11 12:00:00,Delivered,475.51,Ground Freight,Net 30
ORD-5611,CUST-1089,2026-08-02 08:00:00,Delivered,7618.38,Expedited Air,Net 30
ORD-5612,CUST-1074,2026-08-06 09:00:00,Delivered,6609.16,Expedited Air,Net 30
ORD-5613,CUST-1112,2026-08-09 12:00:00,Delivered,6314.28,Expedited Air,Net 30
ORD-5614,CUST-1051,2026-08-25 17:00:00,Delivered,8913.86,Expedited Air,Net 30
ORD-5615,CUST-1030,2026-08-06 15:00:00,Delivered,3003.14,Ground Freight,Net 30
ORD-5616,CUST-1034,2026-08-10 09:00:00,Delivered,12602.74,Expedited Air,Net 30
ORD-5617,CUST-1016,2026-08-15 11:00:00,Delivered,6164.36,Expedited Air,Net 30
ORD-5618,CUST-1110,2026-08-14 17:00:00,Delivered,4392.22,Ground Freight,Net 30
ORD-5619,CUST-1102,2026-08-10 08:00:00,Delivered,7403.4,Expedited Air,Net 30
ORD-5620,CUST-1002,2026-08-31 10:00:00,Delivered,13714.48,Expedited Air,Net 30
ORD-5621,CUST-1033,2026-08-05 09:00:00,Delivered,4020.84,Ground Freight,Net 30
ORD-5622,CUST-1086,2026-09-08 08:00:00,Shipped,3722.58,Ground Freight,Net 30
ORD-5623,CUST-1017,2026-09-05 08:00:00,Delivered,3143.97,Ground Freight,Net 30
ORD-5624,CUST-1017,2026-08-06 13:00:00,Delivered,6419.07,Expedited Air,Net 30
ORD-5625,CUST-1079,2026-08-17 16:00:00,Delivered,8990.94,Expedited Air,Net 30
ORD-5626,CUST-1082,2026-08-29 08:00:00,Delivered,623.24,Ground Freight,Net 30
ORD-5627,CUST-1034,2026-08-11 15:00:00,Delivered,12349.96,Expedited Air,Net 30
ORD-5628,CUST-1111,2026-08-10 09:00:00,Delivered,12851.29,Expedited Air,Net 30
ORD-5629,CUST-1075,2026-08-14 17:00:00,Delivered,5503.5,Expedited Air,Net 30
ORD-5630,CUST-1118,2026-08-05 11:00:00,Delivered,13997.82,Expedited Air,Net 30
ORD-5631,CUST-1011,2026-08-30 18:00:00,Delivered,18491.85,Expedited Air,Net 30
ORD-5632,CUST-1042,2026-09-06 10:00:00,Delivered,9225.0,Expedited Air,Net 30
ORD-5633,CUST-1071,2026-09-08 14:00:00,Processing,1133.8,Ground Freight,Net 30
ORD-5634,CUST-1003,2026-08-14 10:00:00,Delivered,11362.52,Expedited Air,Net 30
ORD-5635,CUST-1017,2026-08-23 18:00:00,Delivered,3318.84,Ground Freight,Net 30
ORD-5636,CUST-1058,2026-08-25 15:00:00,Delivered,8080.26,Expedited Air,Net 30
ORD-5637,CUST-1056,2026-09-10 14:00:00,Shipped,3394.98,Ground Freight,Net 30
ORD-5638,CUST-1088,2026-08-10 15:00:00,Delivered,4047.92,Ground Freight,Net 30
ORD-5639,CUST-1020,2026-08-09 18:00:00,Delivered,6858.84,Expedited Air,Net 30
ORD-5640,CUST-1014,2026-09-02 14:00:00,Delivered,9419.12,Expedited Air,Net 30
ORD-5641,CUST-1015,2026-09-12 15:00:00,Shipped,6423.04,Expedited Air,Net 30
ORD-5642,CUST-1093,2026-08-30 18:00:00,Delivered,5093.3,Expedited Air,Net 30
ORD-5643,CUST-1112,2026-08-07 14:00:00,Delivered,4169.55,Ground Freight,Net 30
ORD-5644,CUST-1062,2026-08-30 14:00:00,Delivered,8615.5,Expedited Air,Net 30
ORD-5645,CUST-1025,2026-08-08 08:00:00,Delivered,4497.65,Ground Freight,Net 30
ORD-5646,CUST-1108,2026-09-10 16:00:00,Shipped,3789.62,Ground Freight,Net 30
ORD-5647,CUST-1022,2026-08-10 15:00:00,Delivered,14428.16,Expedited Air,Net 30
ORD-5648,CUST-1014,2026-09-10 14:00:00,Shipped,17362.18,Expedited Air,Net 30
ORD-5649,CUST-1092,2026-08-04 16:00:00,Delivered,3288.7,Ground Freight,Net 30
ORD-5650,CUST-1115,2026-09-11 14:00:00,Processing,10892.39,Expedited Air,Net 30
ORD-5651,CUST-1045,2026-08-29 11:00:00,Delivered,11316.64,Expedited Air,Net 30
ORD-5652,CUST-1114,2026-08-19 14:00:00,Delivered,18968.24,Expedited Air,Net 30
ORD-5653,CUST-1023,2026-08-13 10:00:00,Delivered,9926.64,Expedited Air,Net 30
ORD-5654,CUST-1087,2026-08-11 10:00:00,Delivered,617.46,Ground Freight,Net 30
ORD-5655,CUST-1072,2026-08-15 15:00:00,Delivered,6829.68,Expedited Air,Net 30
ORD-5656,CUST-1086,2026-08-07 08:00:00,Delivered,4694.45,Ground Freight,Net 30
ORD-5657,CUST-1016,2026-08-14 13:00:00,Delivered,12191.34,Expedited Air,Net 30
ORD-5658,CUST-1020,2026-09-11 13:00:00,Processing,3769.7,Ground Freight,Net 30
ORD-5659,CUST-1065,2026-08-11 09:00:00,Delivered,9646.08,Expedited Air,Net 30
ORD-5660,CUST-1103,2026-08-28 14:00:00,Delivered,6935.77,Expedited Air,Net 30
ORD-5661,CUST-1011,2026-08-22 13:00:00,Delivered,9686.65,Expedited Air,Net 30
ORD-5662,CUST-1092,2026-09-12 16:00:00,Processing,11334.44,Expedited Air,Net 30
ORD-5663,CUST-1058,2026-09-11 11:00:00,Shipped,6791.52,Expedited Air,Net 30
ORD-5664,CUST-1070,2026-08-19 11:00:00,Delivered,7123.23,Expedited Air,Net 30
ORD-5665,CUST-1044,2026-09-10 10:00:00,Shipped,4178.97,Ground Freight,Net 30
ORD-5666,CUST-1065,2026-08-08 08:00:00,Delivered,4600.78,Ground Freight,Net 30
ORD-5667,CUST-1095,2026-08-01 15:00:00,Delivered,19682.92,Expedited Air,Net 30
ORD-5668,CUST-1086,2026-09-06 18:00:00,Delivered,3899.59,Ground Freight,Net 30
ORD-5669,CUST-1075,2026-08-13 13:00:00,Delivered,4949.75,Ground Freight,Net 30
ORD-5670,CUST-1010,2026-08-24 18:00:00,Delivered,14247.03,Expedited Air,Net 30
ORD-5671,CUST-1089,2026-09-01 14:00:00,Delivered,4889.15,Ground Freight,Net 30
ORD-5672,CUST-1091,2026-09-02 16:00:00,Delivered,3036.64,Ground Freight,Net 30
ORD-5673,CUST-1096,2026-08-11 16:00:00,Delivered,10686.98,Expedited Air,Net 30
ORD-5674,CUST-1020,2026-08-08 13:00:00,Delivered,7284.71,Expedited Air,Net 30
ORD-5675,CUST-1120,2026-08-20 12:00:00,Delivered,9990.73,Expedited Air,Net 30
ORD-5676,CUST-1045,2026-08-05 08:00:00,Delivered,10347.6,Expedited Air,Net 30
ORD-5677,CUST-1082,2026-08-30 15:00:00,Delivered,10896.38,Expedited Air,Net 30
ORD-5678,CUST-1116,2026-08-26 13:00:00,Delivered,8159.28,Expedited Air,Net 30
ORD-5679,CUST-1012,2026-08-11 08:00:00,Delivered,17271.4,Expedited Air,Net 30
ORD-5680,CUST-1097,2026-08-04 17:00:00,Delayed,6669.58,Expedited Air,Net 30
ORD-5681,CUST-1032,2026-09-07 15:00:00,Delivered,1099.7,Ground Freight,Net 30
ORD-5682,CUST-1076,2026-08-03 15:00:00,Delivered,1404.06,Ground Freight,Net 30
ORD-5683,CUST-1041,2026-08-25 12:00:00,Delivered,562.12,Ground Freight,Net 30
ORD-5684,CUST-1037,2026-08-10 10:00:00,Delivered,3461.56,Ground Freight,Net 30
ORD-5685,CUST-1092,2026-08-04 12:00:00,Delivered,7129.38,Expedited Air,Net 30
ORD-5686,CUST-1076,2026-08-16 15:00:00,Delivered,5533.36,Expedited Air,Net 30
ORD-5687,CUST-1053,2026-09-10 11:00:00,Processing,6693.66,Expedited Air,Net 30
ORD-5688,CUST-1073,2026-08-27 15:00:00,Delivered,1297.92,Ground Freight,Net 30
ORD-5689,CUST-1070,2026-08-11 11:00:00,Delivered,15689.07,Expedited Air,Net 30
ORD-5690,CUST-1035,2026-09-08 12:00:00,Processing,13237.73,Expedited Air,Net 30
ORD-5691,CUST-1090,2026-08-08 10:00:00,Delivered,10890.74,Expedited Air,Net 30
ORD-5692,CUST-1058,2026-08-18 11:00:00,Delivered,4388.95,Ground Freight,Net 30
ORD-5693,CUST-1119,2026-08-01 17:00:00,Delivered,14442.09,Expedited Air,Net 30
ORD-5694,CUST-1004,2026-09-12 15:00:00,Shipped,475.51,Ground Freight,Net 30
ORD-5695,CUST-1016,2026-08-30 13:00:00,Delivered,7974.26,Expedited Air,Net 30
ORD-5696,CUST-1088,2026-08-23 11:00:00,Delivered,3263.81,Ground Freight,Net 30
ORD-5697,CUST-1030,2026-09-01 13:00:00,Delivered,2470.0,Ground Freight,Net 30
ORD-5698,CUST-1001,2026-08-13 18:00:00,Delivered,10437.17,Expedited Air,Net 30
ORD-5699,CUST-1009,2026-09-07 10:00:00,Delivered,969.8,Ground Freight,Net 30
ORD-5700,CUST-1113,2026-09-03 12:00:00,Delivered,4634.78,Ground Freight,Net 30
ORD-5701,CUST-1114,2026-08-30 08:00:00,Delivered,9820.77,Expedited Air,Net 30
ORD-5702,CUST-1067,2026-08-03 11:00:00,Delivered,2161.25,Ground Freight,Net 30
ORD-5703,CUST-1051,2026-08-13 13:00:00,Delivered,232.5,Ground Freight,Net 30
ORD-5704,CUST-1026,2026-08-11 13:00:00,Delivered,3392.21,Ground Freight,Net 30
ORD-5705,CUST-1032,2026-08-07 15:00:00,Delivered,5225.55,Expedited Air,Net 30
ORD-5706,CUST-1081,2026-08-29 17:00:00,Delivered,94.01,Ground Freight,Net 30
ORD-5707,CUST-1041,2026-08-05 10:00:00,Delivered,679.94,Ground Freight,Net 30
ORD-5708,CUST-1014,2026-08-04 16:00:00,Delivered,3541.93,Ground Freight,Net 30
ORD-5709,CUST-1111,2026-09-08 18:00:00,Shipped,2119.81,Ground Freight,Net 30
ORD-5710,CUST-1084,2026-08-02 15:00:00,Delivered,5305.92,Expedited Air,Net 30
ORD-5711,CUST-1017,2026-09-10 16:00:00,Processing,6915.39,Expedited Air,Net 30
ORD-5712,CUST-1008,2026-08-09 12:00:00,Delivered,17875.36,Expedited Air,Net 30
ORD-5713,CUST-1048,2026-08-01 16:00:00,Delivered,3331.56,Ground Freight,Net 30
ORD-5714,CUST-1026,2026-09-10 11:00:00,Shipped,802.32,Ground Freight,Net 30
ORD-5715,CUST-1073,2026-08-22 17:00:00,Delivered,5061.95,Expedited Air,Net 30
ORD-5716,CUST-1118,2026-08-01 18:00:00,Delivered,2837.2,Ground Freight,Net 30
ORD-5717,CUST-1049,2026-08-14 14:00:00,Delivered,3849.46,Ground Freight,Net 30
ORD-5718,CUST-1072,2026-08-08 10:00:00,Delivered,8241.68,Expedited Air,Net 30
ORD-5719,CUST-1029,2026-08-17 10:00:00,Delivered,5409.81,Expedited Air,Net 30
ORD-5720,CUST-1003,2026-08-09 14:00:00,Delivered,802.32,Ground Freight,Net 30
ORD-5721,CUST-1104,2026-08-24 18:00:00,Delivered,12509.22,Expedited Air,Net 30
ORD-5722,CUST-1019,2026-08-09 11:00:00,Delivered,2982.35,Ground Freight,Net 30
ORD-5723,CUST-1098,2026-09-09 17:00:00,Processing,1910.05,Ground Freight,Net 30
ORD-5724,CUST-1109,2026-09-02 17:00:00,Delivered,16599.0,Expedited Air,Net 30
ORD-5725,CUST-1097,2026-09-02 13:00:00,Delivered,9464.98,Expedited Air,Net 30
ORD-5726,CUST-1035,2026-09-07 14:00:00,Delivered,2652.64,Ground Freight,Net 30
ORD-5727,CUST-1111,2026-08-16 14:00:00,Delivered,4183.0,Ground Freight,Net 30
ORD-5728,CUST-1033,2026-09-05 09:00:00,Delivered,6589.51,Expedited Air,Net 30
ORD-5729,CUST-1075,2026-08-03 15:00:00,Delivered,6209.76,Expedited Air,Net 30
ORD-5730,CUST-1004,2026-08-12 15:00:00,Delayed,3061.19,Ground Freight,Net 30
ORD-5731,CUST-1070,2026-09-11 09:00:00,Processing,2069.66,Ground Freight,Net 30
ORD-5732,CUST-1033,2026-08-20 18:00:00,Delivered,3013.72,Ground Freight,Net 30
ORD-5733,CUST-1037,2026-08-23 14:00:00,Delivered,14288.92,Expedited Air,Net 30
ORD-5734,CUST-1061,2026-08-15 16:00:00,Delivered,5778.76,Expedited Air,Net 30
ORD-5735,CUST-1110,2026-09-05 08:00:00,Delivered,3462.44,Ground Freight,Net 30
ORD-5736,CUST-1029,2026-08-27 14:00:00,Delivered,4610.77,Ground Freight,Net 30
ORD-5737,CUST-1073,2026-09-10 17:00:00,Processing,3515.11,Ground Freight,Net 30
ORD-5738,CUST-1115,2026-08-20 09:00:00,Delivered,5292.5,Expedited Air,Net 30
ORD-5739,CUST-1063,2026-08-02 10:00:00,Delivered,1956.01,Ground Freight,Net 30
ORD-5740,CUST-1059,2026-08-04 13:00:00,Delivered,4863.72,Ground Freight,Net 30
ORD-5741,CUST-1017,2026-09-04 14:00:00,Delivered,13031.37,Expedited Air,Net 30
ORD-5742,CUST-1078,2026-09-06 12:00:00,Delivered,5407.91,Expedited Air,Net 30
ORD-5743,CUST-1019,2026-08-29 09:00:00,Delivered,10431.14,Expedited Air,Net 30
ORD-5744,CUST-1095,2026-08-06 12:00:00,Delivered,10505.13,Expedited Air,Net 30
ORD-5745,CUST-1050,2026-09-12 10:00:00,Processing,4140.96,Ground Freight,Net 30
ORD-5746,CUST-1113,2026-09-10 16:00:00,Processing,5988.49,Expedited Air,Net 30
ORD-5747,CUST-1065,2026-08-21 14:00:00,Delivered,13967.96,Expedited Air,Net 30
ORD-5748,CUST-1044,2026-08-26 11:00:00,Delivered,4536.64,Ground Freight,Net 30
ORD-5749,CUST-1011,2026-09-05 18:00:00,Delivered,5417.82,Expedited Air,Net 30
ORD-5750,CUST-1108,2026-08-02 17:00:00,Delivered,1808.35,Ground Freight,Net 30
ORD-5751,CUST-1010,2026-09-12 08:00:00,Processing,6572.35,Expedited Air,Net 30
ORD-5752,CUST-1090,2026-08-04 18:00:00,Delivered,5363.64,Expedited Air,Net 30
ORD-5753,CUST-1001,2026-08-04 14:00:00,Delivered,6449.28,Expedited Air,Net 30
ORD-5754,CUST-1002,2026-08-22 11:00:00,Delivered,1215.72,Ground Freight,Net 30
ORD-5755,CUST-1006,2026-08-27 16:00:00,Delivered,501.18,Ground Freight,Net 30
ORD-5756,CUST-1025,2026-09-09 11:00:00,Processing,3064.13,Ground Freight,Net 30
ORD-5757,CUST-1050,2026-08-14 15:00:00,Delivered,4528.26,Ground Freight,Net 30
ORD-5758,CUST-1006,2026-08-05 11:00:00,Delivered,9313.56,Expedited Air,Net 30
ORD-5759,CUST-1090,2026-08-25 18:00:00,Delivered,7560.1,Expedited Air,Net 30
ORD-5760,CUST-1043,2026-08-02 17:00:00,Delivered,14759.93,Expedited Air,Net 30
ORD-5761,CUST-1031,2026-08-28 11:00:00,Delivered,308.43,Ground Freight,Net 30
ORD-5762,CUST-1038,2026-08-13 10:00:00,Delivered,12538.39,Expedited Air,Net 30
ORD-5763,CUST-1102,2026-08-27 18:00:00,Delivered,7282.66,Expedited Air,Net 30
ORD-5764,CUST-1117,2026-09-12 11:00:00,Processing,1429.0,Ground Freight,Net 30
ORD-5765,CUST-1112,2026-09-01 09:00:00,Delayed,8854.86,Expedited Air,Net 30
ORD-5766,CUST-1023,2026-09-07 16:00:00,Delivered,8164.61,Expedited Air,Net 30
ORD-5767,CUST-1022,2026-08-13 11:00:00,Delivered,16579.03,Expedited Air,Net 30
ORD-5768,CUST-1047,2026-08-26 14:00:00,Delivered,8364.63,Expedited Air,Net 30
ORD-5769,CUST-1098,2026-08-10 15:00:00,Delivered,2225.93,Ground Freight,Net 30
ORD-5770,CUST-1071,2026-08-12 12:00:00,Delivered,6808.68,Expedited Air,Net 30
ORD-5771,CUST-1061,2026-08-13 10:00:00,Delivered,4489.41,Ground Freight,Net 30
ORD-5772,CUST-1051,2026-08-24 14:00:00,Delivered,7968.58,Expedited Air,Net 30
ORD-5773,CUST-1025,2026-08-28 12:00:00,Delivered,16927.19,Expedited Air,Net 30
ORD-5774,CUST-1050,2026-08-28 11:00:00,Delivered,5928.35,Expedited Air,Net 30
ORD-5775,CUST-1083,2026-08-10 12:00:00,Delivered,17021.84,Expedited Air,Net 30
ORD-5776,CUST-1091,2026-09-07 09:00:00,Delivered,2630.96,Ground Freight,Net 30
ORD-5777,CUST-1069,2026-09-12 14:00:00,Processing,4782.8,Ground Freight,Net 30
ORD-5778,CUST-1090,2026-08-20 08:00:00,Delivered,1433.11,Ground Freight,Net 30
ORD-5779,CUST-1054,2026-09-11 12:00:00,Processing,4913.69,Ground Freight,Net 30
ORD-5780,CUST-1026,2026-08-04 10:00:00,Delivered,8758.31,Expedited Air,Net 30
ORD-5781,CUST-1038,2026-08-06 14:00:00,Delivered,617.5,Ground Freight,Net 30
ORD-5782,CUST-1062,2026-09-01 18:00:00,Delivered,137.78,Ground Freight,Net 30
ORD-5783,CUST-1086,2026-09-07 08:00:00,Delivered,3416.22,Ground Freight,Net 30
ORD-5784,CUST-1078,2026-09-03 12:00:00,Delivered,7067.74,Expedited Air,Net 30
ORD-5785,CUST-1086,2026-08-26 14:00:00,Delivered,407.58,Ground Freight,Net 30
ORD-5786,CUST-1059,2026-08-26 10:00:00,Delivered,173.48,Ground Freight,Net 30
ORD-5787,CUST-1090,2026-08-16 13:00:00,Delivered,13171.11,Expedited Air,Net 30
ORD-5788,CUST-1082,2026-08-24 08:00:00,Delivered,6134.8,Expedited Air,Net 30
ORD-5789,CUST-1045,2026-08-28 15:00:00,Delivered,2234.85,Ground Freight,Net 30
ORD-5790,CUST-1092,2026-08-10 16:00:00,Delivered,1551.68,Ground Freight,Net 30
ORD-5791,CUST-1022,2026-08-29 09:00:00,Delivered,13353.7,Expedited Air,Net 30
ORD-5792,CUST-1021,2026-08-21 14:00:00,Delivered,19275.74,Expedited Air,Net 30
ORD-5793,CUST-1018,2026-09-04 18:00:00,Delivered,12281.69,Expedited Air,Net 30
ORD-5794,CUST-1117,2026-08-25 18:00:00,Delivered,2468.24,Ground Freight,Net 30
ORD-5795,CUST-1120,2026-08-13 09:00:00,Delivered,7321.91,Expedited Air,Net 30
ORD-5796,CUST-1109,2026-08-25 14:00:00,Delivered,8301.36,Expedited Air,Net 30
ORD-5797,CUST-1051,2026-08-01 16:00:00,Delivered,8380.66,Expedited Air,Net 30
ORD-5798,CUST-1086,2026-08-03 17:00:00,Delivered,6370.15,Expedited Air,Net 30
ORD-5799,CUST-1049,2026-08-04 13:00:00,Delivered,15252.24,Expedited Air,Net 30
ORD-5800,CUST-1051,2026-08-20 18:00:00,Delivered,4721.79,Ground Freight,Net 30
ORD-5801,CUST-1045,2026-08-26 14:00:00,Delivered,6604.2,Expedited Air,Net 30
ORD-5802,CUST-1090,2026-08-13 16:00:00,Delivered,13386.55,Expedited Air,Net 30
ORD-5803,CUST-1090,2026-08-31 12:00:00,Delivered,6973.96,Expedited Air,Net 30
ORD-5804,CUST-1093,2026-09-06 09:00:00,Delivered,3036.55,Ground Freight,Net 30
ORD-5805,CUST-1061,2026-08-12 08:00:00,Delivered,8706.17,Expedited Air,Net 30
ORD-5806,CUST-1081,2026-08-26 11:00:00,Delivered,2576.36,Ground Freight,Net 30
ORD-5807,CUST-1039,2026-09-08 10:00:00,Processing,10339.39,Expedited Air,Net 30
ORD-5808,CUST-1083,2026-09-12 16:00:00,Shipped,5270.9,Expedited Air,Net 30
ORD-5809,CUST-1024,2026-08-25 15:00:00,Delivered,4346.89,Ground Freight,Net 30
ORD-5810,CUST-1051,2026-09-05 16:00:00,Delivered,13151.87,Expedited Air,Net 30
ORD-5811,CUST-1001,2026-09-05 15:00:00,Delivered,9878.45,Expedited Air,Net 30
ORD-5812,CUST-1072,2026-08-17 08:00:00,Delivered,5796.81,Expedited Air,Net 30
ORD-5813,CUST-1070,2026-08-11 14:00:00,Delivered,2594.2,Ground Freight,Net 30
ORD-5814,CUST-1069,2026-08-29 10:00:00,Delivered,14442.04,Expedited Air,Net 30
ORD-5815,CUST-1105,2026-08-03 11:00:00,Delivered,293.7,Ground Freight,Net 30
ORD-5816,CUST-1071,2026-08-14 17:00:00,Delivered,5617.9,Expedited Air,Net 30
ORD-5817,CUST-1049,2026-09-11 10:00:00,Processing,12439.39,Expedited Air,Net 30
ORD-5818,CUST-1090,2026-09-11 11:00:00,Processing,17740.31,Expedited Air,Net 30
ORD-5819,CUST-1004,2026-09-08 11:00:00,Processing,1487.48,Ground Freight,Net 30
ORD-5820,CUST-1043,2026-09-10 09:00:00,Processing,4583.72,Ground Freight,Net 30
ORD-5821,CUST-1014,2026-08-08 10:00:00,Delivered,16740.07,Expedited Air,Net 30
ORD-5822,CUST-1078,2026-08-07 08:00:00,Delivered,8603.87,Expedited Air,Net 30
ORD-5823,CUST-1076,2026-08-09 12:00:00,Delivered,9497.64,Expedited Air,Net 30
ORD-5824,CUST-1049,2026-09-06 12:00:00,Delivered,4425.12,Ground Freight,Net 30
ORD-5825,CUST-1054,2026-08-30 10:00:00,Delivered,5970.73,Expedited Air,Net 30
ORD-5826,CUST-1082,2026-08-06 12:00:00,Delivered,11032.36,Expedited Air,Net 30
ORD-5827,CUST-1119,2026-09-01 08:00:00,Delivered,15074.02,Expedited Air,Net 30
ORD-5828,CUST-1002,2026-09-09 11:00:00,Shipped,3946.44,Ground Freight,Net 30
ORD-5829,CUST-1058,2026-08-11 18:00:00,Delivered,2274.7,Ground Freight,Net 30
ORD-5830,CUST-1064,2026-08-25 10:00:00,Delivered,9576.37,Expedited Air,Net 30
ORD-5831,CUST-1038,2026-08-17 11:00:00,Delivered,3814.51,Ground Freight,Net 30
ORD-5832,CUST-1119,2026-09-11 16:00:00,Shipped,3477.4,Ground Freight,Net 30
ORD-5833,CUST-1079,2026-08-30 13:00:00,Delivered,9378.36,Expedited Air,Net 30
ORD-5834,CUST-1013,2026-08-28 15:00:00,Delivered,3220.5,Ground Freight,Net 30
ORD-5835,CUST-1117,2026-09-01 08:00:00,Delivered,6383.68,Expedited Air,Net 30
ORD-5836,CUST-1047,2026-08-28 10:00:00,Delivered,5043.5,Expedited Air,Net 30
ORD-5837,CUST-1046,2026-08-13 09:00:00,Delivered,1282.19,Ground Freight,Net 30
ORD-5838,CUST-1086,2026-08-13 15:00:00,Delivered,10809.98,Expedited Air,Net 30
ORD-5839,CUST-1093,2026-08-25 10:00:00,Delivered,271.18,Ground Freight,Net 30
ORD-5840,CUST-1045,2026-09-02 08:00:00,Delivered,8775.6,Expedited Air,Net 30
ORD-5841,CUST-1056,2026-08-31 12:00:00,Delivered,3196.56,Ground Freight,Net 30
ORD-5842,CUST-1032,2026-08-18 09:00:00,Delivered,15129.92,Expedited Air,Net 30
ORD-5843,CUST-1079,2026-08-12 11:00:00,Delivered,1622.08,Ground Freight,Net 30
ORD-5844,CUST-1055,2026-08-02 17:00:00,Delivered,2775.21,Ground Freight,Net 30
ORD-5845,CUST-1044,2026-08-28 15:00:00,Delivered,5540.29,Expedited Air,Net 30
ORD-5846,CUST-1015,2026-08-18 13:00:00,Delivered,7726.61,Expedited Air,Net 30
ORD-5847,CUST-1001,2026-08-04 18:00:00,Delivered,5449.38,Expedited Air,Net 30
ORD-5848,CUST-1047,2026-08-22 12:00:00,Delivered,6379.89,Expedited Air,Net 30
ORD-5849,CUST-1099,2026-08-09 13:00:00,Delivered,14343.84,Expedited Air,Net 30
ORD-5850,CUST-1075,2026-08-25 09:00:00,Delayed,2133.56,Ground Freight,Net 30
ORD-5851,CUST-1076,2026-09-11 11:00:00,Shipped,2900.53,Ground Freight,Net 30
ORD-5852,CUST-1069,2026-08-10 08:00:00,Delivered,9923.38,Expedited Air,Net 30
ORD-5853,CUST-1058,2026-09-10 09:00:00,Shipped,14750.62,Expedited Air,Net 30
ORD-5854,CUST-1073,2026-08-04 11:00:00,Delivered,11478.06,Expedited Air,Net 30
ORD-5855,CUST-1078,2026-08-18 11:00:00,Delivered,2716.95,Ground Freight,Net 30
ORD-5856,CUST-1113,2026-09-02 15:00:00,Delivered,14150.34,Expedited Air,Net 30
